person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
30,61234.0,9,5000.0,10.98,0.08,8,686,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,70844.0,0,10000.0,8.8,0.14,4,666,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
35,74233.0,10,11883.0,8.84,0.16,10,651,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
23,90794.0,0,11000.0,5.47,0.12,3,677,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,32380.0,4,7000.0,10.06,0.22,8,685,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23,15110.0,1,1000.0,14.5,0.07,4,632,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28,124620.0,5,8818.0,7.52,0.07,8,573,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
25,52355.0,0,10000.0,6.95,0.19,3,620,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,51036.0,1,5000.0,9.13,0.1,3,669,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
24,115840.0,2,10000.0,6.93,0.09,3,642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,60621.0,0,10000.0,11.71,0.16,3,646,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
35,76748.0,10,6248.0,7.9,0.08,12,595,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
23,92271.0,1,15000.0,10.75,0.16,4,630,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,54964.0,2,2000.0,8.13,0.04,3,643,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
28,69439.0,4,4000.0,7.84,0.06,7,723,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,104174.0,1,10000.0,12.98,0.1,4,539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26,67059.0,0,5000.0,6.99,0.07,5,636,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
29,77875.0,4,7039.0,7.47,0.09,7,643,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23,82742.0,1,10000.0,10.04,0.12,4,648,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
24,144951.0,4,14000.0,10.17,0.1,4,570,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
27,46835.0,4,6000.0,10.29,0.13,7,668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,42859.0,1,7000.0,12.98,0.16,3,581,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
32,44314.0,8,4800.0,11.86,0.11,12,554,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
31,83655.0,11,3710.0,11.79,0.04,10,651,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
26,51309.0,3,11500.0,10.17,0.22,4,717,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27,64388.0,4,10000.0,10.3,0.16,5,615,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
27,63201.0,7,10000.0,13.11,0.16,5,598,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
27,102282.0,6,12000.0,13.16,0.12,5,668,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
29,109062.0,3,10000.0,8.83,0.09,7,696,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
25,24430.0,0,1943.0,10.83,0.08,4,625,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
26,144981.0,3,5745.0,6.98,0.04,4,586,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
26,74484.0,0,17000.0,6.03,0.23,6,685,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
26,49641.0,3,6000.0,9.32,0.12,6,688,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29,37244.0,4,5000.0,9.29,0.13,5,708,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
24,40517.0,0,4000.0,11.35,0.1,3,686,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
26,27133.0,4,7504.0,10.96,0.28,3,559,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
24,48957.0,0,7500.0,5.97,0.15,4,626,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
28,60925.0,3,10768.0,13.48,0.18,5,602,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
22,52858.0,1,6000.0,7.67,0.11,4,539,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
29,103438.0,4,6000.0,9.28,0.06,8,644,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
26,57073.0,4,8000.0,10.18,0.14,4,655,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
30,72818.0,8,15000.0,13.55,0.21,9,630,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27,126066.0,3,12800.0,8.18,0.1,5,610,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
29,31184.0,5,3000.0,13.24,0.1,8,610,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,106537.0,6,13339.0,12.06,0.13,7,625,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
23,28370.0,0,4800.0,8.7,0.17,4,627,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
26,36971.0,4,7500.0,11.13,0.2,4,547,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
27,95961.0,4,4875.0,9.13,0.05,6,623,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24,54962.0,3,10000.0,6.32,0.18,4,574,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
34,60785.0,11,4000.0,12.77,0.07,6,563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30,109133.0,7,15000.0,14.45,0.14,7,585,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
30,69616.0,9,15000.0,7.75,0.22,7,656,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
27,106668.0,3,6000.0,9.99,0.06,4,584,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
35,90936.0,12,6500.0,9.15,0.07,9,639,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
23,58128.0,0,8000.0,12.24,0.14,3,657,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25,44657.0,0,5600.0,8.79,0.13,3,629,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
28,78915.0,8,6019.0,7.38,0.08,10,669,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
27,61277.0,6,12000.0,10.83,0.2,6,545,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
24,60811.0,3,15000.0,12.55,0.25,2,548,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
32,44205.0,10,7000.0,7.11,0.16,7,696,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
23,76732.0,0,3720.0,6.69,0.05,4,553,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
27,31700.0,4,3000.0,10.64,0.09,8,628,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22,51447.0,0,3000.0,8.61,0.06,2,649,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
25,67579.0,4,15000.0,13.82,0.22,3,646,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,78924.0,1,3000.0,10.63,0.04,3,663,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
26,72261.0,1,9000.0,6.3,0.12,7,628,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
32,120013.0,6,8000.0,12.39,0.07,9,599,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,48927.0,12,5000.0,12.53,0.1,9,572,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
23,54805.0,1,10333.0,11.92,0.19,5,674,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
26,76734.0,4,7037.0,13.56,0.09,3,652,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
28,100013.0,2,11070.0,8.5,0.11,7,636,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27,26749.0,5,1544.0,13.11,0.06,7,689,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
25,102203.0,1,6484.0,11.56,0.06,4,675,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
31,95845.0,10,15000.0,11.08,0.16,8,684,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
31,64565.0,5,6895.0,11.45,0.11,7,679,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27,48893.0,1,10000.0,12.31,0.2,5,578,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
29,36877.0,5,6000.0,8.57,0.16,10,669,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
24,94783.0,2,14320.0,10.3,0.15,6,590,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
23,144858.0,0,6000.0,7.88,0.04,3,568,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24,35886.0,1,6053.0,9.16,0.17,2,678,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
25,52728.0,1,7940.0,7.27,0.15,4,703,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
29,56253.0,6,12000.0,10.86,0.21,10,661,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
22,48660.0,0,2500.0,12.76,0.05,2,670,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
25,75255.0,0,12000.0,8.47,0.16,4,587,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
22,64564.0,0,8000.0,16.11,0.12,4,615,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25,73045.0,1,8400.0,6.66,0.11,3,579,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
31,76162.0,7,8000.0,7.93,0.11,9,638,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
24,57231.0,0,6000.0,7.38,0.1,2,638,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
24,73143.0,3,2800.0,9.78,0.04,4,535,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27,50625.0,5,10000.0,9.33,0.2,7,658,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
29,103176.0,3,9000.0,10.51,0.09,4,602,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
27,98138.0,3,5814.0,7.46,0.06,9,693,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
26,89951.0,0,8000.0,14.68,0.09,3,622,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24,68476.0,0,8006.0,10.11,0.12,4,661,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
23,39215.0,0,5638.0,7.82,0.14,4,569,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25,48489.0,1,10000.0,9.92,0.21,3,706,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
25,66874.0,5,4500.0,8.49,0.07,3,648,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23,49124.0,0,7000.0,9.17,0.14,3,593,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
26,64203.0,0,10797.0,7.89,0.17,3,665,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,58696.0,10,2500.0,7.85,0.04,9,643,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,91044.0,2,4000.0,11.2,0.04,8,636,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
23,27043.0,0,4802.0,13.49,0.18,3,557,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,51026.0,9,1850.0,11.99,0.04,6,627,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
23,40784.0,2,1800.0,9.98,0.04,3,608,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
31,60996.0,10,4287.0,12.07,0.07,9,636,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23,60213.0,1,12000.0,7.07,0.2,3,602,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
23,45409.0,3,2000.0,14.02,0.04,3,590,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
26,127368.0,4,5000.0,10.53,0.04,3,675,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
32,120021.0,13,9939.0,11.33,0.08,7,536,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
25,67884.0,1,10000.0,7.2,0.15,4,627,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
25,34344.0,2,7000.0,8.88,0.2,5,716,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
23,71088.0,0,5000.0,7.81,0.07,2,693,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
24,58262.0,0,5000.0,9.59,0.09,4,590,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
25,67122.0,4,3813.0,8.56,0.06,3,619,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
29,60859.0,1,6000.0,15.41,0.1,9,679,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
30,69501.0,7,6000.0,8.66,0.09,9,618,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
24,94887.0,3,4566.0,9.42,0.05,3,684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,55154.0,0,10481.0,7.33,0.19,2,653,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
26,52702.0,2,4000.0,13.07,0.08,5,699,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
23,36831.0,4,6000.0,8.96,0.16,3,531,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
23,95907.0,1,5585.0,11.66,0.06,4,637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,132806.0,13,12000.0,11.51,0.09,8,579,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
35,113648.0,11,14953.0,9.92,0.13,10,572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,55086.0,7,8000.0,15.38,0.15,9,675,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,109485.0,7,12000.0,7.09,0.11,9,568,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
24,90560.0,2,3000.0,11.01,0.03,3,622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24,78063.0,5,12000.0,11.43,0.15,6,648,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
23,49197.0,0,5000.0,8.25,0.1,2,611,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
30,41358.0,5,9000.0,7.65,0.22,6,675,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
25,42890.0,1,7000.0,6.64,0.16,2,662,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
24,126909.0,0,12000.0,12.61,0.09,3,587,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
25,68454.0,5,3500.0,10.83,0.05,5,568,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
25,73370.0,3,1200.0,7.66,0.02,3,572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27,33387.0,3,5000.0,6.34,0.15,7,700,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,123417.0,7,10023.0,6.74,0.08,10,695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,99300.0,5,4000.0,8.73,0.04,10,621,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
30,73145.0,9,4146.0,6.71,0.06,7,639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,41622.0,5,6000.0,13.01,0.14,8,588,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
28,78875.0,4,3000.0,7.31,0.04,5,603,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
35,49263.0,9,5000.0,6.92,0.1,6,669,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
23,66757.0,3,16000.0,11.2,0.24,4,658,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25,133023.0,6,3600.0,8.67,0.03,4,665,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
25,58515.0,0,4000.0,6.11,0.07,4,632,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
35,105550.0,12,8000.0,12.72,0.08,11,703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,29622.0,2,2800.0,11.0,0.09,5,681,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
26,42836.0,4,6573.0,9.71,0.15,4,652,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
26,55155.0,0,3600.0,8.56,0.07,6,693,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
30,59350.0,5,12000.0,11.01,0.2,8,650,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
22,51517.0,0,6000.0,10.67,0.12,2,689,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
24,55295.0,0,2915.0,10.76,0.05,2,631,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
26,36946.0,5,4000.0,9.92,0.11,4,690,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
27,69336.0,2,8000.0,15.17,0.12,5,714,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,55969.0,3,7000.0,8.05,0.13,7,637,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
32,46492.0,12,5000.0,16.1,0.11,5,664,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
25,29736.0,6,2000.0,11.2,0.07,3,612,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
26,66940.0,4,8000.0,8.85,0.12,6,656,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
23,29655.0,1,7121.0,10.21,0.24,3,651,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,53774.0,0,3000.0,11.49,0.06,3,650,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
34,120795.0,11,5000.0,9.16,0.04,7,677,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22,76832.0,0,10376.0,10.14,0.14,2,591,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
30,26236.0,11,7750.0,8.87,0.3,9,661,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
27,37942.0,1,5444.0,9.67,0.14,7,675,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
23,73209.0,0,12000.0,10.62,0.16,4,618,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
29,45330.0,5,2802.0,7.71,0.06,5,644,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
34,74664.0,12,6199.0,11.16,0.08,12,544,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
29,33836.0,5,3000.0,13.52,0.09,10,688,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25,81347.0,5,16000.0,15.89,0.2,3,642,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
26,91113.0,4,4200.0,8.55,0.05,7,618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,90905.0,10,12000.0,10.7,0.13,6,688,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
25,67196.0,0,15000.0,9.62,0.22,3,585,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
28,142367.0,2,10000.0,6.34,0.07,7,589,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
33,43432.0,11,3098.0,10.81,0.07,11,627,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
27,91233.0,2,15600.0,11.32,0.17,5,706,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
25,104872.0,1,13000.0,7.95,0.12,4,627,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
27,84859.0,3,3500.0,12.73,0.04,5,668,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
25,114817.0,0,15000.0,12.14,0.13,4,631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,120166.0,4,15000.0,6.99,0.12,3,621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,38003.0,1,2226.0,9.3,0.06,3,594,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
28,64631.0,6,7000.0,10.0,0.11,9,661,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,39269.0,0,3000.0,9.08,0.08,4,686,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24,44086.0,2,6000.0,14.98,0.14,3,691,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
31,73063.0,8,4000.0,8.95,0.05,7,658,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
24,60808.0,3,9000.0,11.24,0.15,3,657,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
30,43305.0,6,5600.0,11.24,0.13,5,656,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
27,49037.0,8,15000.0,9.32,0.31,5,572,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
33,60920.0,8,3600.0,13.23,0.06,9,615,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
24,49021.0,3,3000.0,13.7,0.06,4,682,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
28,51584.0,6,2000.0,10.79,0.04,5,648,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
28,144829.0,6,5000.0,13.75,0.03,4,674,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24,61181.0,1,9424.0,10.11,0.15,4,676,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
23,42999.0,3,3000.0,11.51,0.07,3,673,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,44305.0,1,5500.0,10.86,0.12,3,669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
27,41665.0,4,12000.0,6.13,0.29,5,537,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
25,63650.0,3,8000.0,8.39,0.13,4,687,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
30,132951.0,8,16000.0,10.7,0.12,7,649,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,84308.0,2,7000.0,11.09,0.08,3,596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,72791.0,0,15000.0,11.76,0.21,3,651,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
24,86071.0,4,10000.0,10.57,0.12,4,681,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
28,60829.0,6,11429.0,12.5,0.19,4,617,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26,88638.0,2,12000.0,7.95,0.14,4,598,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
21,31806.0,0,6000.0,7.49,0.19,2,670,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
23,90681.0,0,2000.0,12.23,0.02,3,673,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
23,34143.0,1,6202.0,10.8,0.18,4,550,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
24,51189.0,0,13879.0,9.95,0.27,4,552,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
25,55313.0,0,4027.0,6.2,0.07,4,503,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
23,87678.0,0,12000.0,8.64,0.14,3,622,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
29,63625.0,2,2066.0,12.62,0.03,6,657,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
30,49492.0,4,9000.0,14.54,0.18,5,620,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
24,85192.0,0,12000.0,11.06,0.14,4,527,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
34,32152.0,10,3000.0,8.69,0.09,9,675,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
28,48047.0,5,5174.0,11.11,0.11,8,583,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
30,94141.0,8,8000.0,10.8,0.08,6,617,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
28,23713.0,5,1389.0,16.37,0.06,7,618,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
25,142449.0,1,4997.0,5.48,0.04,3,674,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
28,45626.0,7,6483.0,11.01,0.14,8,563,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
26,61165.0,1,10000.0,8.23,0.16,4,667,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
25,43326.0,3,7200.0,10.29,0.17,4,679,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23,40989.0,0,10000.0,11.54,0.24,4,636,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
31,138554.0,9,16873.0,7.22,0.12,5,561,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
26,53638.0,4,3117.0,9.83,0.06,4,676,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
26,55315.0,3,7773.0,10.29,0.14,4,522,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
29,40633.0,8,6000.0,15.14,0.15,6,683,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,60864.0,10,12000.0,11.45,0.2,9,601,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
34,63439.0,9,9000.0,11.18,0.14,9,538,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
23,115052.0,0,4348.0,7.9,0.04,3,606,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,41115.0,4,1865.0,8.64,0.05,4,548,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
31,51397.0,9,10000.0,15.77,0.19,9,608,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
25,84745.0,6,10000.0,11.55,0.12,3,625,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
27,43412.0,3,9837.0,7.73,0.23,6,675,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
33,135905.0,6,6092.0,6.47,0.04,12,615,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
32,70364.0,7,15000.0,11.23,0.21,8,588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,39927.0,1,7175.0,9.14,0.18,4,600,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
32,31223.0,7,3504.0,13.34,0.11,9,674,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
27,84928.0,8,15000.0,11.89,0.18,4,669,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
32,75353.0,8,14296.0,13.27,0.19,6,707,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
28,72681.0,6,4500.0,14.21,0.06,9,704,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
26,65384.0,1,10000.0,9.84,0.15,4,666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26,47817.0,4,10000.0,11.13,0.21,2,623,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
25,144889.0,2,12000.0,7.35,0.08,3,614,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
27,56651.0,2,11943.0,11.74,0.21,7,554,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30,72859.0,10,1500.0,12.9,0.02,10,660,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,75409.0,9,7000.0,13.69,0.09,5,645,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
27,69572.0,4,4095.0,10.44,0.06,4,599,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25,76296.0,6,12000.0,7.16,0.16,5,702,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
29,48564.0,7,5000.0,11.12,0.1,10,614,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
